Time,SoilMoisture,Temperature,Humidity,Pressure
2021-11-20 20:29:47.000,87,9.23,66.67,956.65
2021-11-20 20:29:52.000,87,9.17,66.54,956.62
2021-11-20 20:29:57.000,87,9.17,66.54,956.62
2021-11-20 20:30:02.000,87,9.1,66.53,956.65
2021-11-20 20:30:07.000,87,9.1,66.53,956.65
2021-11-20 20:30:12.000,87,9.03,66.62,956.64
2021-11-20 20:30:17.000,87,9.03,66.62,956.64
2021-11-20 20:30:22.000,87,8.94,66.83,956.68
2021-11-20 20:30:27.000,87.2,8.94,66.83,956.68
2021-11-20 20:30:32.000,87,8.87,66.99,956.66
2021-11-20 20:30:37.000,87.2,8.87,66.99,956.66
2021-11-20 20:30:42.000,87.4,8.84,67.15,956.67
2021-11-20 20:30:47.000,87.4,8.84,67.15,956.67
2021-11-20 20:30:52.000,87.4,8.82,67.28,956.67
2021-11-20 20:30:57.000,87.6,8.82,67.28,956.67
2021-11-20 20:31:02.000,87.4,8.79,67.49,956.7
2021-11-20 20:31:07.000,87.4,8.79,67.49,956.7
2021-11-20 20:31:12.000,87.6,8.78,67.53,956.68
2021-11-20 20:31:17.000,87.6,8.78,67.53,956.68
2021-11-20 20:31:22.000,87.8,8.74,67.61,956.67
2021-11-20 20:31:27.000,87.8,8.74,67.61,956.67
2021-11-20 20:31:32.000,88,8.72,67.74,956.67
2021-11-20 20:31:37.000,88,8.72,67.74,956.67
2021-11-20 20:31:42.000,88,8.71,67.95,956.68
2021-11-20 20:31:47.000,88,8.71,67.95,956.68
2021-11-20 20:31:52.000,88,8.68,67.99,956.69
2021-11-20 20:31:57.000,88,8.68,67.99,956.69
2021-11-20 20:32:02.000,88,8.68,68.13,956.69
2021-11-20 20:32:07.000,88,8.68,68.13,956.69
2021-11-20 20:32:12.000,88,8.71,68.31,956.69
2021-11-20 20:32:17.000,88,8.71,68.31,956.69
2021-11-20 20:32:22.000,88,8.8,69.38,956.67
2021-11-20 20:32:27.000,88,8.8,69.38,956.67
2021-11-20 20:32:32.000,88,8.81,69.89,956.66
2021-11-20 20:32:37.000,88,8.81,69.89,956.66
2021-11-20 20:32:42.000,88,8.82,69.77,956.7
2021-11-20 20:32:47.000,88,8.82,69.77,956.7
2021-11-20 20:32:52.000,88,8.84,69.23,956.67
2021-11-20 20:32:57.000,88,8.84,69.23,956.67
2021-11-20 20:33:02.000,88,8.82,68.98,956.67
2021-11-20 20:33:07.000,88,8.82,68.98,956.67
2021-11-20 20:33:12.000,88,8.78,69.24,956.66
2021-11-20 20:33:17.000,88,8.78,69.24,956.66
2021-11-20 20:33:22.000,88,8.82,69.43,956.66
2021-11-20 20:33:27.000,88,8.82,69.43,956.66
2021-11-20 20:33:32.000,88,8.77,68.85,956.65
2021-11-20 20:33:37.000,88,8.77,68.85,956.65
2021-11-20 20:33:42.000,88,8.75,68.78,956.7
2021-11-20 20:33:47.000,88,8.75,68.78,956.7
2021-11-20 20:33:52.000,88,8.72,68.78,956.7
2021-11-20 20:33:57.000,88,8.72,68.78,956.7
2021-11-20 20:34:02.000,88,8.7,68.71,956.69
2021-11-20 20:34:07.000,88,8.7,68.71,956.69
2021-11-20 20:34:13.000,88,8.67,68.66,956.67
2021-11-20 20:34:18.000,88,8.67,68.66,956.67
2021-11-20 20:34:23.000,88,8.6,68.69,956.68
2021-11-20 20:34:27.000,88,8.6,68.69,956.68
2021-11-20 20:34:32.000,88,8.55,68.8,956.7
2021-11-20 20:34:37.000,88,8.55,68.8,956.7
2021-11-20 20:34:42.000,88,8.5,68.91,956.7
2021-11-20 20:34:47.000,88,8.5,68.91,956.7
2021-11-20 20:34:52.000,88,8.47,69,956.68
2021-11-20 20:34:57.000,88,8.47,69,956.68
2021-11-20 20:35:02.000,88,8.42,69.1,956.7
2021-11-20 20:35:07.000,88,8.42,69.1,956.7
2021-11-20 20:35:12.000,88,8.37,69.32,956.66
2021-11-20 20:35:17.000,88,8.37,69.32,956.66
2021-11-20 20:35:22.000,88,8.31,69.47,956.67
2021-11-20 20:35:27.000,88,8.31,69.47,956.67
2021-11-20 20:35:32.000,88,8.26,69.67,956.64
2021-11-20 20:35:37.000,88,8.26,69.67,956.64
2021-11-20 20:35:42.000,88,8.23,69.86,956.68
2021-11-20 20:35:47.000,88,8.23,69.86,956.68
2021-11-20 20:35:52.000,88,8.21,69.99,956.7
2021-11-20 20:35:57.000,88.2,8.21,69.99,956.7
2021-11-20 20:36:02.000,88,8.18,70.11,956.69
2021-11-20 20:36:07.000,88,8.18,70.11,956.69
2021-11-20 20:36:12.000,88,8.17,70.2,956.67
2021-11-20 20:36:17.000,88,8.17,70.2,956.67
2021-11-20 20:36:22.000,88,8.18,70.26,956.69
2021-11-20 20:36:27.000,88.4,8.18,70.26,956.69
2021-11-20 20:36:32.000,88,8.19,70.3,956.69
2021-11-20 20:36:37.000,88.2,8.19,70.3,956.69
2021-11-20 20:36:42.000,88,8.22,70.28,956.64
2021-11-20 20:36:47.000,88,8.22,70.28,956.64
2021-11-20 20:36:52.000,88,8.23,70.36,956.64
2021-11-20 20:36:57.000,88.6,8.23,70.36,956.64
2021-11-20 20:37:02.000,88.6,8.22,70.36,956.67
2021-11-20 20:37:07.000,88,8.22,70.36,956.67
2021-11-20 20:37:12.000,88,8.2,70.41,956.66
2021-11-20 20:37:17.000,88,8.2,70.41,956.66
2021-11-20 20:37:22.000,88.4,8.19,70.42,956.66
2021-11-20 20:37:27.000,88,8.19,70.42,956.66
2021-11-20 20:37:32.000,88.4,8.22,70.41,956.66
2021-11-20 20:37:37.000,88.4,8.22,70.41,956.66
2021-11-20 20:37:42.000,88.6,8.21,70.39,956.69
2021-11-20 20:37:47.000,88,8.21,70.39,956.69
2021-11-20 20:37:52.000,88,8.19,70.46,956.69
2021-11-20 20:37:57.000,88,8.19,70.46,956.69
2021-11-20 20:38:02.000,88.6,8.2,70.44,956.66
2021-11-20 20:38:07.000,88.6,8.2,70.44,956.66
2021-11-20 20:38:12.000,88.6,8.17,70.45,956.68
2021-11-20 20:38:17.000,88.2,8.17,70.45,956.68
2021-11-20 20:38:22.000,88,8.17,70.5,956.67
2021-11-20 20:38:27.000,88.4,8.17,70.5,956.67
2021-11-20 20:38:32.000,88.2,8.15,70.49,956.68
2021-11-20 20:38:37.000,88,8.15,70.49,956.68
2021-11-20 20:38:42.000,88.4,8.19,71.24,956.66
2021-11-20 20:38:47.000,88.4,8.19,71.24,956.66
2021-11-20 20:38:52.000,88.4,8.29,71.98,956.66
2021-11-20 20:38:57.000,88.4,8.29,71.98,956.66
2021-11-20 20:39:02.000,88.4,8.37,72.11,956.68
2021-11-20 20:39:07.000,88.4,8.37,72.11,956.68
2021-11-20 20:39:12.000,88.6,8.39,71.87,956.67
2021-11-20 20:39:17.000,88.6,8.39,71.87,956.67
2021-11-20 20:39:22.000,88.4,8.35,71.28,956.69
2021-11-20 20:39:27.000,88.4,8.35,71.28,956.69
2021-11-20 20:39:32.000,88.4,8.38,71.65,956.71
2021-11-20 20:39:37.000,88.4,8.38,71.65,956.71
2021-11-20 20:39:42.000,88.4,8.3,71.31,956.69
2021-11-20 20:39:47.000,89,8.3,71.31,956.69
2021-11-20 20:39:52.000,88.6,8.26,71.02,956.73
2021-11-20 20:39:57.000,88.4,8.26,71.02,956.73
2021-11-20 20:40:02.000,88.6,8.25,70.88,956.73
2021-11-20 20:40:07.000,88.6,8.25,70.88,956.73
2021-11-20 20:40:12.000,88.4,8.3,71.56,956.7
2021-11-20 20:40:17.000,88.6,8.3,71.56,956.7
2021-11-20 20:40:22.000,88.4,8.45,72.43,956.74
2021-11-20 20:40:27.000,88.8,8.45,72.43,956.74
2021-11-20 20:40:32.000,88.6,8.4,71.39,956.68
2021-11-20 20:40:37.000,88.6,8.4,71.39,956.68
2021-11-20 20:40:42.000,88.6,8.38,70.96,956.68
2021-11-20 20:40:47.000,88.4,8.38,70.96,956.68
2021-11-20 20:40:52.000,88.4,8.35,70.72,956.68
2021-11-20 20:40:57.000,88.6,8.35,70.72,956.68
2021-11-20 20:41:02.000,88.6,8.32,70.67,956.69
2021-11-20 20:41:07.000,88.8,8.32,70.67,956.69
2021-11-20 20:41:12.000,88.6,8.29,70.86,956.68
2021-11-20 20:41:17.000,88.8,8.29,70.86,956.68
2021-11-20 20:41:22.000,89,8.26,70.84,956.66
2021-11-20 20:41:27.000,89,8.26,70.84,956.66
2021-11-20 20:41:32.000,88.6,8.28,71.27,956.71
2021-11-20 20:41:37.000,88.4,8.28,71.27,956.71
2021-11-20 20:41:42.000,89,8.35,71.87,956.71
2021-11-20 20:41:47.000,88.4,8.35,71.87,956.71
2021-11-20 20:41:52.000,88.8,8.32,71.75,956.69
2021-11-20 20:41:57.000,89,8.32,71.75,956.69
2021-11-20 20:42:02.000,88.8,8.36,72.28,956.73
2021-11-20 20:42:07.000,88.8,8.36,72.28,956.73
2021-11-20 20:42:12.000,88.8,8.41,72.38,956.72
2021-11-20 20:42:17.000,89,8.41,72.38,956.72
2021-11-20 20:42:22.000,88.6,8.44,72.45,956.77
2021-11-20 20:42:27.000,89,8.44,72.45,956.77
2021-11-20 20:42:32.000,89,8.49,72.67,956.75
2021-11-20 20:42:37.000,89,8.49,72.67,956.75
2021-11-20 20:42:42.000,88.8,8.53,72.67,956.74
2021-11-20 20:42:47.000,89,8.53,72.67,956.74
2021-11-20 20:42:52.000,89,8.58,72.7,956.74
2021-11-20 20:42:57.000,89,8.58,72.7,956.74
2021-11-20 20:43:02.000,89,8.59,72.79,956.75
2021-11-20 20:43:07.000,89,8.59,72.79,956.75
2021-11-20 20:43:12.000,89,8.57,72.53,956.75
2021-11-20 20:43:17.000,89,8.57,72.53,956.75
2021-11-20 20:43:22.000,89,8.45,71.52,956.73
2021-11-20 20:43:27.000,89,8.45,71.52,956.73
2021-11-20 20:43:32.000,88.8,8.39,71.16,956.71
2021-11-20 20:43:37.000,89,8.39,71.16,956.71
2021-11-20 20:43:42.000,88.8,8.38,71.18,956.74
2021-11-20 20:43:47.000,89,8.38,71.18,956.74
2021-11-20 20:43:52.000,89,8.42,71.94,956.72
2021-11-20 20:43:57.000,89,8.42,71.94,956.72
2021-11-20 20:44:02.000,89,8.37,71.33,956.71
2021-11-20 20:44:07.000,89,8.37,71.33,956.71
2021-11-20 20:44:12.000,89,8.28,70.88,956.74
2021-11-20 20:44:17.000,89,8.28,70.88,956.74
2021-11-20 20:44:22.000,89,8.25,70.84,956.74
2021-11-20 20:44:27.000,88.8,8.25,70.84,956.74
2021-11-20 20:44:32.000,89,8.22,70.79,956.77
2021-11-20 20:44:37.000,89,8.22,70.79,956.77
2021-11-20 20:44:42.000,88.8,8.17,70.79,956.75
2021-11-20 20:44:47.000,89,8.17,70.79,956.75
2021-11-20 20:44:52.000,89,8.19,70.81,956.74
2021-11-20 20:44:57.000,89,8.19,70.81,956.74
2021-11-20 20:45:02.000,89,8.19,70.81,956.74
2021-11-20 20:45:07.000,89,8.19,70.81,956.74
2021-11-20 20:45:12.000,89,8.23,71,956.75
2021-11-20 20:45:17.000,89,8.23,71,956.75
2021-11-20 20:45:22.000,89,8.19,71.01,956.72
2021-11-20 20:45:27.000,89,8.19,71.01,956.72
2021-11-20 20:45:32.000,89,8.16,70.91,956.72
2021-11-20 20:45:37.000,89,8.16,70.91,956.72
2021-11-20 20:45:42.000,89,8.11,70.92,956.74
2021-11-20 20:45:47.000,89,8.11,70.92,956.74
2021-11-20 20:45:52.000,89,8.06,71,956.76
2021-11-20 20:45:57.000,89,8.06,71,956.76
2021-11-20 20:46:02.000,89,8.02,71.1,956.75
2021-11-20 20:46:07.000,89,8.02,71.1,956.75
2021-11-20 20:46:12.000,89,8.01,71.14,956.79
2021-11-20 20:46:17.000,89,8.01,71.14,956.79
2021-11-20 20:46:22.000,89,8.03,71.21,956.76
2021-11-20 20:46:27.000,89,8.03,71.21,956.76
2021-11-20 20:46:32.000,89,8.01,71.23,956.76
2021-11-20 20:46:37.000,89,8.01,71.23,956.76
2021-11-20 20:46:42.000,89,8,71.3,956.8
2021-11-20 20:46:47.000,89,8,71.3,956.8
2021-11-20 20:46:52.000,89,8,71.41,956.72
2021-11-20 20:46:57.000,89,8,71.41,956.72
2021-11-20 20:47:02.000,89,8.03,71.37,956.74
2021-11-20 20:47:07.000,89,8.03,71.37,956.74
2021-11-20 20:47:12.000,89,8.01,71.34,956.75
2021-11-20 20:47:17.000,89,8.01,71.34,956.75
2021-11-20 20:47:22.000,89,8.02,71.39,956.72
2021-11-20 20:47:27.000,89,8.02,71.39,956.72
2021-11-20 20:47:32.000,89,8.05,71.37,956.77
2021-11-20 20:47:37.000,89,8.05,71.37,956.77
2021-11-20 20:47:42.000,89,8.08,71.33,956.72
2021-11-20 20:47:47.000,89,8.08,71.33,956.72
2021-11-20 20:47:52.000,89,8.06,71.28,956.73
2021-11-20 20:47:57.000,89,8.06,71.28,956.73
2021-11-20 20:48:02.000,89,8.05,71.29,956.72
2021-11-20 20:48:07.000,89,8.05,71.29,956.72
2021-11-20 20:48:12.000,89,8.03,71.3,956.73
2021-11-20 20:48:17.000,89,8.03,71.3,956.73
2021-11-20 20:48:22.000,89,8,71.33,956.75
2021-11-20 20:48:27.000,89,8,71.33,956.75
2021-11-20 20:48:32.000,89,7.97,71.37,956.76
2021-11-20 20:48:37.000,89,7.97,71.37,956.76
2021-11-20 20:50:17.000,89,9.4,69.39,956.69
2021-11-20 20:50:19.000,89,9.35,69.28,956.67
2021-11-20 20:50:20.000,89,9.33,69.28,956.69
2021-11-20 20:50:21.000,89,9.32,69.27,956.68
2021-11-20 20:50:22.000,89,9.31,69.26,956.68
2021-11-20 20:50:23.000,89,9.31,69.32,956.7
2021-11-20 20:50:24.000,89,9.31,69.32,956.7
2021-11-20 20:50:25.000,89,9.31,69.32,956.7
2021-11-20 20:50:26.000,89,9.31,69.32,956.7
2021-11-20 20:50:27.000,89,9.31,69.32,956.7
2021-11-20 20:50:28.000,89,9.31,69.32,956.7
2021-11-20 20:50:29.000,89,9.26,69.47,956.67
2021-11-20 20:50:30.000,89,9.26,69.47,956.67
2021-11-20 20:50:31.000,89,9.26,69.47,956.67
2021-11-20 20:50:32.000,89,9.26,69.47,956.67
2021-11-20 20:50:33.000,89,9.26,69.47,956.67
2021-11-20 20:50:34.000,89,9.26,69.47,956.67
2021-11-20 20:50:38.000,89,9.26,69.47,956.67
2021-11-20 20:50:43.000,89,9.18,69.58,956.66
2021-11-20 20:50:48.000,89,9.18,69.58,956.66
2021-11-20 20:50:53.000,89,9.13,69.5,956.66
2021-11-20 20:50:57.000,89,9.13,69.5,956.66
2021-11-20 20:51:03.000,89,9.11,69.58,956.67
2021-11-20 20:51:08.000,89,9.11,69.58,956.67
2021-11-20 20:51:13.000,89,9.09,69.74,956.68
2021-11-20 20:51:17.000,89,9.09,69.74,956.68
2021-11-20 20:51:23.000,89,9.04,69.7,956.66
2021-11-20 20:51:28.000,89,9.04,69.7,956.66
2021-11-20 20:51:33.000,89,8.97,69.58,956.66
2021-11-20 20:51:38.000,89,8.97,69.58,956.66
2021-11-20 20:51:43.000,89,8.92,69.25,956.67
2021-11-20 20:51:48.000,89,8.92,69.25,956.67
2021-11-20 20:51:53.000,89,8.88,69.22,956.63
2021-11-20 20:51:58.000,89,8.88,69.22,956.63
2021-11-20 20:52:02.000,89,8.88,69.1,956.65
2021-11-20 20:52:08.000,89,8.88,69.1,956.65
2021-11-20 20:52:13.000,89,8.85,69.03,956.68
2021-11-20 20:52:18.000,89,8.85,69.03,956.68
2021-11-20 20:52:22.000,89,8.78,69,956.65
2021-11-20 20:52:28.000,89,8.78,69,956.65
2021-11-20 20:52:33.000,89,8.72,69.11,956.65
2021-11-20 20:52:38.000,89,8.72,69.11,956.65
2021-11-20 20:52:43.000,89,8.62,69.26,956.64
2021-11-20 20:52:48.000,89,8.62,69.26,956.64
2021-11-20 20:52:53.000,89,8.6,69.71,956.66
2021-11-20 20:52:58.000,89,8.6,69.71,956.66
2021-11-20 20:53:03.000,89,8.57,69.96,956.63
2021-11-20 20:53:07.000,89,8.57,69.96,956.63
2021-11-20 20:53:13.000,89,8.53,70.05,956.65
2021-11-20 20:53:18.000,89,8.53,70.05,956.65
2021-11-20 20:53:33.000,89,8.5,70.06,956.64
2021-11-20 20:53:38.000,89,8.5,70.06,956.64
2021-11-20 20:53:52.000,89,8.43,70.11,956.66
2021-11-20 20:53:58.000,89,8.43,70.11,956.66
2021-11-20 20:54:03.000,89,8.39,70.18,956.64
2021-11-20 20:54:08.000,89,8.39,70.18,956.64
2021-11-20 20:54:13.000,89,8.39,70.25,956.62
2021-11-20 20:54:18.000,89,8.39,70.25,956.62
2021-11-20 20:54:23.000,89,8.36,70.29,956.63
2021-11-20 20:54:28.000,89,8.36,70.29,956.63
2021-11-20 20:54:33.000,89,8.31,70.43,956.62
2021-11-20 20:54:37.000,89,8.31,70.43,956.62
2021-11-20 20:54:43.000,89,8.31,70.48,956.64
2021-11-20 20:54:48.000,89,8.31,70.48,956.64
2021-11-20 20:54:53.000,89,8.27,70.55,956.66
2021-11-20 20:54:58.000,89,8.27,70.55,956.66
2021-11-20 20:55:03.000,89,8.26,70.59,956.63
2021-11-20 20:55:08.000,89,8.26,70.59,956.63
2021-11-20 20:55:13.000,89,8.25,70.64,956.58
2021-11-20 20:55:18.000,89,8.25,70.64,956.58
2021-11-20 20:55:22.000,89,8.25,70.66,956.61
2021-11-20 20:55:28.000,89,8.25,70.66,956.61
2021-11-20 20:55:33.000,89,8.26,70.72,956.59
2021-11-20 20:55:38.000,89,8.26,70.72,956.59
2021-11-20 20:55:43.000,89,8.27,70.72,956.61
2021-11-20 20:55:48.000,89,8.27,70.72,956.61
2021-11-20 20:55:53.000,89,8.25,70.83,956.62
2021-11-20 20:55:58.000,89,8.25,70.83,956.62
2021-11-20 20:56:03.000,89,8.24,70.79,956.65
2021-11-20 20:56:08.000,89,8.24,70.79,956.65
2021-11-20 20:56:13.000,89,8.19,70.81,956.63
2021-11-20 20:56:18.000,89,8.19,70.81,956.63
2021-11-20 20:56:23.000,89,8.15,70.88,956.6
2021-11-20 20:56:28.000,89,8.15,70.88,956.6
2021-11-20 20:56:33.000,89,8.18,70.93,956.58
2021-11-20 20:56:38.000,89,8.18,70.93,956.58
2021-11-20 20:56:43.000,89.2,8.21,70.92,956.59
2021-11-20 20:56:48.000,89,8.21,70.92,956.59
2021-11-20 20:56:52.000,89,8.19,70.9,956.6
2021-11-20 20:56:58.000,89,8.19,70.9,956.6
2021-11-20 20:57:03.000,89,8.19,70.92,956.59
2021-11-20 20:57:08.000,89,8.19,70.92,956.59
2021-11-20 20:57:13.000,89,8.19,70.98,956.58
2021-11-20 20:57:18.000,89,8.19,70.98,956.58
2021-11-20 20:57:23.000,89,8.18,70.96,956.6
2021-11-20 20:57:28.000,89,8.18,70.96,956.6
2021-11-20 20:57:33.000,89,8.19,70.98,956.58
2021-11-20 20:57:38.000,89,8.19,70.98,956.58
2021-11-20 20:57:43.000,89,8.16,70.99,956.59
2021-11-20 20:57:48.000,89,8.16,70.99,956.59
2021-11-20 20:57:53.000,89,8.14,71.02,956.64
2021-11-20 20:57:57.000,89,8.14,71.02,956.64
2021-11-20 20:58:03.000,89,8.15,71.06,956.58
2021-11-20 20:58:08.000,89,8.15,71.06,956.58
2021-11-20 20:58:13.000,89,8.19,71.07,956.56
2021-11-20 20:58:18.000,89,8.19,71.07,956.56
2021-11-20 20:58:23.000,89,8.18,71.04,956.58
2021-11-20 20:58:28.000,89,8.18,71.04,956.58
2021-11-20 20:58:33.000,89,8.18,71.05,956.59
2021-11-20 20:58:38.000,89,8.18,71.05,956.59
2021-11-20 20:58:43.000,89,8.22,71.02,956.6
2021-11-20 20:58:48.000,89,8.22,71.02,956.6
2021-11-20 20:58:53.000,89,8.26,70.98,956.58
2021-11-20 20:58:58.000,89,8.26,70.98,956.58
2021-11-20 20:59:02.000,89,8.3,71.81,956.63
2021-11-20 20:59:08.000,89,8.3,71.81,956.63
2021-11-20 20:59:13.000,89,8.28,71.9,956.59
2021-11-20 20:59:18.000,89,8.28,71.9,956.59
2021-11-20 20:59:22.000,89,8.25,71.68,956.58
2021-11-20 20:59:28.000,89,8.25,71.68,956.58
2021-11-20 20:59:33.000,89,8.3,71.63,956.59
2021-11-20 20:59:38.000,89,8.3,71.63,956.59
2021-11-20 20:59:43.000,89,8.3,71.32,956.62
2021-11-20 20:59:48.000,89,8.3,71.32,956.62
2021-11-20 20:59:53.000,89,8.26,71.15,956.6
2021-11-20 20:59:58.000,89,8.26,71.15,956.6
2021-11-20 21:00:03.000,89,8.21,71.15,956.62
2021-11-20 21:00:07.000,89,8.21,71.15,956.62
2021-11-20 21:00:13.000,89,8.16,71.27,956.61
2021-11-20 21:00:18.000,89,8.16,71.27,956.61
2021-11-20 21:00:23.000,89,8.23,72.38,956.57
2021-11-20 21:00:28.000,89,8.23,72.38,956.57
2021-11-20 21:00:33.000,89,8.3,72.61,956.58
2021-11-20 21:00:38.000,89,8.3,72.61,956.58
2021-11-20 21:00:43.000,89,8.36,72.36,956.59
2021-11-20 21:00:48.000,89,8.36,72.36,956.59
2021-11-20 21:00:52.000,89,8.43,72.1,956.61
2021-11-20 21:00:58.000,89,8.43,72.1,956.61
2021-11-20 21:01:03.000,89,8.44,72.42,956.61
2021-11-20 21:01:08.000,89,8.44,72.42,956.61
2021-11-20 21:01:12.000,89,8.4,72.07,956.58
2021-11-20 21:01:18.000,89,8.4,72.07,956.58
2021-11-20 21:01:23.000,89,8.38,71.87,956.58
2021-11-20 21:01:28.000,89,8.38,71.87,956.58
2021-11-20 21:01:33.000,89,8.39,72.03,956.59
2021-11-20 21:01:38.000,89,8.39,72.03,956.59
2021-11-20 21:01:43.000,89,8.39,72.04,956.6
2021-11-20 21:01:48.000,89,8.39,72.04,956.6
2021-11-20 21:01:53.000,89,8.46,71.74,956.6
2021-11-20 21:01:57.000,89,8.46,71.74,956.6
2021-11-20 21:02:03.000,89,8.49,71.45,956.6
2021-11-20 21:02:08.000,89,8.49,71.45,956.6
2021-11-20 21:02:13.000,89,8.49,71.04,956.62
2021-11-20 21:02:18.000,89,8.49,71.04,956.62
2021-11-20 21:02:23.000,89,8.46,70.84,956.61
2021-11-20 21:02:28.000,89,8.46,70.84,956.61
2021-11-20 21:02:33.000,89,8.39,70.76,956.62
2021-11-20 21:02:38.000,89,8.39,70.76,956.62
2021-11-20 21:02:42.000,89,8.3,70.9,956.59
2021-11-20 21:02:48.000,89,8.3,70.9,956.59
2021-11-20 21:02:53.000,89,8.27,70.97,956.6
2021-11-20 21:02:58.000,89,8.27,70.97,956.6
2021-11-20 21:03:03.000,89,8.23,71.05,956.6
2021-11-20 21:03:08.000,89,8.23,71.05,956.6
2021-11-20 21:03:13.000,89,8.28,71.9,956.6
2021-11-20 21:03:18.000,89,8.28,71.9,956.6
2021-11-20 21:03:23.000,89.4,8.34,72.26,956.61
2021-11-20 21:03:28.000,89.2,8.34,72.26,956.61
2021-11-20 21:03:33.000,89,8.33,72.02,956.6
2021-11-20 21:03:38.000,89,8.33,72.02,956.6
2021-11-20 21:03:43.000,89,8.36,72.17,956.6
2021-11-20 21:03:47.000,89,8.36,72.17,956.6
2021-11-20 21:03:53.000,89,8.36,72.31,956.6
2021-11-20 21:03:58.000,89,8.36,72.31,956.6
2021-11-20 21:04:03.000,89,8.35,72.68,956.61
2021-11-20 21:04:07.000,89,8.35,72.68,956.61
2021-11-20 21:04:13.000,89,8.33,72.43,956.6
2021-11-20 21:04:18.000,89,8.33,72.43,956.6
2021-11-20 21:04:23.000,89,8.27,72.4,956.64
2021-11-20 21:04:28.000,89,8.27,72.4,956.64
